text,label,anger,disgust,fear,joy,neutral,sadness,surprise,text_label,nuscore,depression_model_label,depression_score
"Isn't it weird when you suddenly enter the stage where you can't communicate with other people.. feeling lazy + anxious, it's one thing ²",1,0.049806401,0.003800039,0.294093251,0.004366808,0.011098927,0.616262853,0.020571651,NEGATIVE,0.9846129417419434,NEGATIVE,0.9846129417419434
"It's morning, but I'm nervous, what's going on?",1,0.000944018,0.00116511,0.988157451,0.001608151,0.004215183,0.002153004,0.00175711,NEGATIVE,0.9863872528076172,NEGATIVE,0.9863872528076172
I'm so nervous I feel why,1,0.00068366,0.000470655,0.994202793,0.00086304,0.001153328,0.001547752,0.001078712,NEGATIVE,0.9969785213470459,NEGATIVE,0.9969785213470459
"Don't worry about what you did yesterday, it's enough to be happy if you are able to accept it all.",1,0.036852956,0.006137867,0.113398582,0.347748697,0.435318619,0.025357334,0.035186,POSITIVE,0.999858021736145,POSITIVE,0.999858021736145
sleep really restless duh don't like it,1,0.015767919,0.003304633,0.752198398,0.00380616,0.031470183,0.188967764,0.004485052,NEGATIVE,0.9986180067062378,NEGATIVE,0.9986180067062378
I swear I've been feeling restless since morning,1,0.00129495,0.000803001,0.990397692,0.000666576,0.002739469,0.002254016,0.001844326,NEGATIVE,0.9940688610076904,NEGATIVE,0.9940688610076904
Feeling excessively anxious all the time can disrupt sleep patterns or not?,1,0.002756295,0.001306001,0.981438816,0.000982656,0.007544307,0.002882188,0.003089762,NEGATIVE,0.9981897473335266,NEGATIVE,0.9981897473335266
"They say that if we are snacking all the time we are lazy, it could be that we are restless/something is on our minds. That's right,",1,0.025500139,0.016630113,0.298736155,0.003448744,0.617185235,0.014798922,0.023700699,POSITIVE,0.9946860074996948,POSITIVE,0.9946860074996948
I'm really worried but I don't know why,1,0.008168954,0.002113574,0.893728614,0.002828193,0.0144573,0.039368477,0.039334878,NEGATIVE,0.9989217519760132,NEGATIVE,0.9989217519760132
It's never too late to take care of yourself if the anxiety created by your own mind doesn't always prove to be true...,1,0.011645427,0.00437752,0.863887906,0.003498472,0.093178757,0.019143298,0.004268642,POSITIVE,0.9936125874519348,POSITIVE,0.9936125874519348
"It's really restless since yesterday thinking about another second in class 12, preparations for SM are still a little bit, there's a lot to worry about",1,0.014107488,0.004327984,0.885459065,0.00209264,0.072522998,0.01255114,0.008938666,NEGATIVE,0.9968932867050171,NEGATIVE,0.9968932867050171
Restless and agitated,1,0.83915931,0.013037923,0.112530299,0.000681451,0.019506091,0.012993076,0.002091785,NEGATIVE,0.9989123344421387,NEGATIVE,0.9989123344421387
"hey please can I ask for positive or enthusiastic words? Lately I've been so anxious that it makes me think about it for a long timeðŸ˜"" I want to sleep so I don't think about it, I'll open it later so I can forget it even moreðŸ¥º",1,0.002618557,0.000736366,0.975852966,0.004044072,0.007375249,0.003261182,0.006111465,NEGATIVE,0.9926661849021912,NEGATIVE,0.9926661849021912
"Gr gr dreaming of ex crush to be my game, God",0,0.024547826,0.004827178,0.011177092,0.094484262,0.059913624,0.353591204,0.451458871,NEGATIVE,0.951645016670227,NEGATIVE,0.951645016670227
wkwkwk what a joke,0,0.024595551,0.006270072,0.002968259,0.467618942,0.052863851,0.012593657,0.433089644,NEGATIVE,0.9947900772094727,NEGATIVE,0.9947900772094727
Leaves are also standby in front of the PC ... because the office is no longer on leave,0,0.012875706,0.019410342,0.006379285,0.004189085,0.888454199,0.043468159,0.025223127,NEGATIVE,0.9672935009002686,NEGATIVE,0.9672935009002686
Thank God even though it's just a ride through,0,0.014777398,0.00725165,0.002212631,0.12969251,0.062965147,0.012692963,0.770407677,POSITIVE,0.986164391040802,POSITIVE,0.986164391040802
"wedding teaser concept using the song day6 - only, sounds good ga siiih",0,0.005300832,0.002415954,0.003565416,0.351159245,0.421493769,0.034522664,0.181542099,POSITIVE,0.9780005216598511,POSITIVE,0.9780005216598511
No comeback~,0,0.004906192,0.014474592,0.015875757,0.004073222,0.118218549,0.797683895,0.044767808,NEGATIVE,0.9994105100631714,NEGATIVE,0.9994105100631714
sender my sc on weirdðŸ˜«,0,0.095488228,0.828385234,0.034533139,0.002343462,0.021738332,0.012938361,0.004573264,NEGATIVE,0.9557660818099976,NEGATIVE,0.9557660818099976
1.7 fucking years,0,0.696173668,0.163014472,0.00401534,0.005170398,0.062265281,0.048615277,0.020745626,NEGATIVE,0.9971352815628052,NEGATIVE,0.9971352815628052
"Bismillah for Eid 2021, you get a few questions, you get a lot of THR",0,0.004648876,0.008037579,0.001746982,0.006865717,0.957580268,0.00257539,0.018545255,POSITIVE,0.7855929136276245,POSITIVE,0.7855929136276245
why is the call to prayer taking so long?,0,0.016637977,0.006943306,0.004864371,0.000964668,0.115188375,0.016720798,0.838680506,NEGATIVE,0.9975940585136414,NEGATIVE,0.9975940585136414
What should I do :-(,0,0.040723104,0.022391209,0.724085927,0.002266464,0.066649228,0.135158494,0.008725493,NEGATIVE,0.9836713075637817,NEGATIVE,0.9836713075637817
"I want to spend a lot of time shopping for snacks for Eid but I have 2 million left, make a self-registration",0,0.017011462,0.003234313,0.011175903,0.011935085,0.111023106,0.787001252,0.058618784,NEGATIVE,0.999025821685791,NEGATIVE,0.999025821685791
"I like to be grateful, don't you think, if you stay away from a guy, then not long after that he's updated and he's got a new girl WKWK maybe he feels handsome but I feel really bad about it hah you move so fast, it's a good thing I'm with you <3",0,0.011218613,0.166850701,0.008714717,0.111419491,0.063830726,0.623230219,0.014735593,POSITIVE,0.9953042268753052,POSITIVE,0.9953042268753052
"annoyed ,",0,0.001830167,0.001839636,0.00392285,0.827148557,0.043204237,0.018272925,0.103781611,NEGATIVE,0.9997319579124451,NEGATIVE,0.9997319579124451
Hurry bruh!,0,0.54108876,0.138490319,0.063728616,0.016644306,0.201978609,0.029766625,0.008302765,NEGATIVE,0.9962789416313171,NEGATIVE,0.9962789416313171
really said rip,0,0.713993192,0.033805009,0.006155781,0.007134088,0.096665174,0.023178501,0.119068362,POSITIVE,0.989085853099823,POSITIVE,0.989085853099823
I really want to see BTOB mix Blowin up and Bull's eye perform,0,0.005546646,0.001889662,0.003331917,0.852673173,0.056697365,0.0404911,0.039370149,POSITIVE,0.7686241269111633,POSITIVE,0.7686241269111633
Feeling happy today,0,0.00116391,0.000432159,0.000278749,0.979788363,0.002037641,0.007887814,0.008411252,POSITIVE,0.9998793601989746,POSITIVE,0.9998793601989746
I feel like slapping mama,0,0.790751338,0.145543709,0.007143175,0.001809004,0.012092687,0.040287051,0.002373053,NEGATIVE,0.9990741014480591,NEGATIVE,0.9990741014480591
Very touched Thank you Jesus,0,0.003352772,0.002290565,0.001220192,0.663677394,0.169161081,0.016878402,0.143419638,POSITIVE,0.9998070597648621,POSITIVE,0.9998070597648621
chat.,0,0.008269363,0.003666764,0.003535697,0.024204735,0.858495891,0.040077921,0.061749566,POSITIVE,0.8396833539009094,POSITIVE,0.8396833539009094
My sister seems tired of hearing me play sunlit smile,0,0.007818785,0.003115319,0.000628648,0.013443902,0.009750895,0.96008718,0.005155277,NEGATIVE,0.998437225818634,NEGATIVE,0.998437225818634
Motorcycle again haha,0,0.006880785,0.003334703,0.00120051,0.845484138,0.09369868,0.014927568,0.03447355,POSITIVE,0.6497570872306824,POSITIVE,0.6497570872306824
I hope my brother's strength doesn't go down to the children,0,0.008751941,0.004858944,0.01257491,0.05112496,0.853086948,0.057245292,0.012356937,POSITIVE,0.8878625631332397,POSITIVE,0.8878625631332397
luckily not album poster,0,0.002087894,0.002105735,0.002380247,0.004536123,0.041779112,0.856411755,0.090699129,NEGATIVE,0.9831253886222839,NEGATIVE,0.9831253886222839
How u doin?,0,0.081897929,0.037846819,0.02805255,0.020415381,0.338101447,0.080165319,0.413520545,NEGATIVE,0.9639002680778503,NEGATIVE,0.9639002680778503
Yeah babe we won,0,0.023927815,0.006718158,0.002697223,0.520446837,0.275000185,0.017501527,0.153708279,POSITIVE,0.9998145699501038,POSITIVE,0.9998145699501038
This morning I smell really good:',0,0.030998223,0.395860702,0.038318273,0.208471686,0.270979255,0.037623163,0.017748639,POSITIVE,0.9998617172241211,POSITIVE,0.9998617172241211
"why is this person blg parcel hampers blah blah blah. if given, do you want him or not?",0,0.562970459,0.036665477,0.018681783,0.013752297,0.19759208,0.063514173,0.106823765,NEGATIVE,0.9995290040969849,NEGATIVE,0.9995290040969849
Room cleaning ,0,0.133278862,0.256159097,0.434130281,0.004708638,0.107295707,0.058180548,0.006246925,POSITIVE,0.9811075925827026,POSITIVE,0.9811075925827026
How u doin buddy?,0,0.085984223,0.051571414,0.024972443,0.048002761,0.326058775,0.100725457,0.362684906,NEGATIVE,0.975456714630127,NEGATIVE,0.975456714630127
"Before the nct dream hot sauce mv comes out, let's be mutual bestie",0,0.008140623,0.004328324,0.006739059,0.143331051,0.816384494,0.00697338,0.014103041,NEGATIVE,0.9947898387908936,NEGATIVE,0.9947898387908936
there will always be tai. So it's not just beautiful,0,0.003578829,0.007539801,0.001673162,0.206271455,0.735116303,0.009638114,0.036182284,POSITIVE,0.9995651841163635,POSITIVE,0.9995651841163635
I want to take a day off from work and then take her for a long walk,0,0.008121912,0.006058524,0.007193228,0.324427664,0.22652632,0.406340659,0.021331685,POSITIVE,0.9666244983673096,POSITIVE,0.9666244983673096
ni-ki why? I just opened twt,0,0.009100963,0.003355579,0.003722348,0.002496751,0.047828462,0.004798664,0.928697228,NEGATIVE,0.9966716766357422,NEGATIVE,0.9966716766357422
This Monday was many times slower than the usual Monday. damn it,0,0.052345317,0.027636224,0.006733527,0.006714966,0.142591238,0.246268943,0.517709792,NEGATIVE,0.9991227984428406,NEGATIVE,0.9991227984428406
You're an addict that makes me doubt,0,0.042272013,0.26509282,0.250277877,0.003422809,0.14606449,0.021538174,0.271331847,NEGATIVE,0.9776090383529663,NEGATIVE,0.9776090383529663
How many bbl tickets are now? How come I want to subscribe but it says my credit doesn't work even though my credit is 70 thousand,0,0.037436467,0.011189666,0.006299466,0.002679073,0.187580317,0.076194145,0.678620875,NEGATIVE,0.9997625946998596,NEGATIVE,0.9997625946998596
does anyone have co shpe 5.5 the goods haven't arrived until now?,0,0.007735243,0.004850793,0.00402933,0.00604218,0.551555693,0.060101025,0.365685761,NEGATIVE,0.9983788728713989,NEGATIVE,0.9983788728713989
YOK YOK SPIRIT YO 2 WORKING DAYS AGAIN.,0,0.279306293,0.146214962,0.026331145,0.091643639,0.317857713,0.071750611,0.066895664,NEGATIVE,0.9833388328552246,NEGATIVE,0.9833388328552246
Pack timeeeee,0,0.009016844,0.003792555,0.00565729,0.008536093,0.914648354,0.009880948,0.048467975,NEGATIVE,0.855949342250824,NEGATIVE,0.855949342250824
"I bought a shirt for 200, but I've never worn it to go out (only tried it on when I first arrived and then saved it), and it turned out to be too big, so I sold it again, right? So I sold 150, is it still too expensive in that condition? :(",0,0.021748977,0.032330103,0.005782144,0.016863378,0.212469906,0.31480813,0.395997375,NEGATIVE,0.998384952545166,NEGATIVE,0.998384952545166
last night wearing patch even more tired,0,0.012020026,0.007018043,0.00469165,0.007325474,0.143891484,0.697069705,0.12798366,NEGATIVE,0.9987712502479553,NEGATIVE,0.9987712502479553
I'm the one who doesn't go to school. Tell me to pay spp.,0,0.06277471,0.121784449,0.0177946,0.003645846,0.175401866,0.602630913,0.015967645,NEGATIVE,0.9777575135231018,NEGATIVE,0.9777575135231018
#doodh .Kesa fight,0,0.020592414,0.001973404,0.028741118,0.76834774,0.080845922,0.040372655,0.059126832,NEGATIVE,0.9758908152580261,NEGATIVE,0.9758908152580261
"Chinese foreigners can enter at will because they say ""according to the procedure"" those who are going home are blocked even though they have negative swab results for no good reason, they don't pass the homecoming ... do you realize that the government has hurt the hearts of its people?",0,0.450766951,0.263818502,0.016404934,0.002454529,0.14136456,0.076007873,0.049182605,NEGATIVE,0.9909150004386902,NEGATIVE,0.9909150004386902
"Next time sitting in a hostel, you know what people are discussing, isn't it?",0,0.059322517,0.792678118,0.014173244,0.003447102,0.085256599,0.003639109,0.041483372,NEGATIVE,0.9931463003158569,NEGATIVE,0.9931463003158569
Thank God the CB is over for Eid,0,0.006190709,0.002696606,0.002297173,0.68207705,0.148197949,0.040810321,0.117730103,NEGATIVE,0.9902161359786987,NEGATIVE,0.9902161359786987
"Words don't matter, better action?",0,0.10793186,0.027860027,0.005285467,0.008052483,0.829391897,0.002104454,0.019373814,NEGATIVE,0.99394690990448,NEGATIVE,0.99394690990448
09.35 WIB #Tol_JORR_E TMII - Cikunir - Cakung - Rorotan CURRENT. ; Rorotan - Cakung - Cikunir - TMII CURRENT.,0,0.01502477,0.003964162,0.005523033,0.012823423,0.785182774,0.025976729,0.151505053,NEGATIVE,0.9935130476951599,NEGATIVE,0.9935130476951599
I really hate bulletsâ€ in pineapple jam,0,0.75670588,0.209427729,0.004955338,0.003069374,0.012544284,0.012140065,0.001157443,NEGATIVE,0.9858923554420471,NEGATIVE,0.9858923554420471
"It's cute, I'm excited about her new dining table",0,0.002536906,0.00143092,0.000566795,0.926806688,0.018683242,0.003465212,0.046510171,POSITIVE,0.9998730421066284,POSITIVE,0.9998730421066284
punyetaaaaaa ™‚,0,0.070638552,0.033985578,0.027230784,0.081551597,0.574542999,0.058983672,0.153066903,NEGATIVE,0.9648231863975525,NEGATIVE,0.9648231863975525
"Grandma, it's just that my father has settled the first dose, it's a little relieved",0,0.001591385,0.001602361,0.000293469,0.960319161,0.023343468,0.007298999,0.005551125,POSITIVE,0.9965322017669678,POSITIVE,0.9965322017669678
"Jaemin, I've set up a lot of YouTube accounts for streaming. there is one more account that intends to make youtube premium",0,0.006883661,0.001873066,0.001800995,0.035952404,0.830467105,0.015263444,0.107759319,NEGATIVE,0.9819110035896301,NEGATIVE,0.9819110035896301
It's a hassle when you take care of my life,0,0.244704291,0.084968306,0.188907146,0.01230537,0.243851513,0.209113792,0.016149588,NEGATIVE,0.9968414306640625,NEGATIVE,0.9968414306640625
you know when it was announced on vlive 2 million SKKKSKSKS AAMINNNN,0,0.01129014,0.002487737,0.005523966,0.422405303,0.225966737,0.007166396,0.325159699,NEGATIVE,0.9902982115745544,NEGATIVE,0.9902982115745544
I'm sorry,0,0.002056247,0.006510668,0.006724357,0.001647967,0.019123068,0.951518595,0.01241915,NEGATIVE,0.9996306896209717,NEGATIVE,0.9996306896209717
"Damn it! I'm going to go to work, you know, what was sincere about giving it to me is getting annoyed!!",0,0.852291405,0.094576061,0.003336889,0.004498289,0.011504462,0.014874931,0.018918049,NEGATIVE,0.9993442893028259,NEGATIVE,0.9993442893028259
"Every time Allah brings difficulties to a servant, then with him there are two conveniences (HR. Tirmidhi) #Struggle for Shari'ah. #GjUzA",0,0.001717932,0.000254044,0.993852139,0.000815766,0.000630216,0.002056538,0.000673495,NEGATIVE,0.9128261804580688,NEGATIVE,0.9128261804580688
"new moots, what do you want to know?",0,0.024506969,0.00728116,0.011038812,0.006308258,0.749396384,0.009246862,0.192221463,NEGATIVE,0.9945380091667175,NEGATIVE,0.9945380091667175
Sleep patterns are soooooo messed up,0,0.265807211,0.298978537,0.010621156,0.006773174,0.131048828,0.201067239,0.08570379,NEGATIVE,0.998785674571991,NEGATIVE,0.998785674571991
Those who sell Netflix appear,0,0.004735778,0.006353213,0.001491307,0.01887136,0.944643259,0.004103243,0.019801771,POSITIVE,0.7936554551124573,POSITIVE,0.7936554551124573
Do you dare to apply for a job outside the city? :(,0,0.958149314,0.017251868,0.010557459,0.001413613,0.007333898,0.003634875,0.001659005,NEGATIVE,0.9873500466346741,NEGATIVE,0.9873500466346741
